canonical_smiles,JAK1,JAK2,JAK3,TYK2,Δ(JAK1-JAK2),Δ(JAK1-JAK3),Δ(JAK1-TYK2),Δmin_vs_other
COc1ccc(Nc2ccc3c(c2)=NC2(CCCCC2)[N+]=3[O-])cc1,,5.77,,,,,,
COc1ccc(Nc2nc(-c3c(F)cccc3F)nc3c2C(=O)NC3)cc1,,,,8.07,,,,
COc1ccc(Nc2nc(N)n(-c3ccccn3)n2)cc1OC,,7.17,,,,,,
COc1ccc(Nc2nc(N)nc(CCl)n2)cc1,,5.58,,,,,,
COc1ccc(Nc2nc(N3CCOCC3)c3nc[nH]c3n2)cc1OC,,6.96,,,,,,
COc1ccc(Nc2nc(Nc3cnn(CCCCCCC(=O)NO)c3)ncc2Cl)cc1,,8.0,,,,,,
COc1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,,8.52,7.29,,,,,
COc1ccc(Nc2nc3c(-c4cn[nH]c4)cccn3n2)cc1,,7.49,6.29,,,,,
COc1ccc(Nc2nc3c(-c4cnn(S(C)(=O)=O)c4)cccn3n2)cc1,,8.52,7.25,,,,,
COc1ccc(Nc2nc3c(C4=CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,,9.0,7.17,,,,,
COc1ccc(Nc2nc3c(N4CCN(C)CC4)cccn3n2)cc1,,6.36,5.0,,,,,
COc1ccc(Nc2nc3c(N4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,,7.22,5.82,,,,,
COc1ccc(Nc2nc3c(N4CCS(=O)(=O)CC4)cccn3n2)cc1,,6.25,5.19,,,,,
COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,,6.43,5.0,,,,,
COc1ccc(Nc2nc3c(NCc4ccccc4OC)cccn3n2)cn1,,7.37,,,,,,
COc1ccc(Nc2nc3c(Nc4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,,6.33,5.19,,,,,
COc1ccc(Nc2nc3c(Nc4ccccc4S(C)(=O)=O)cccn3n2)cc1,,7.89,6.95,,,,,
COc1ccc(Nc2nc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)n3n2)cc1,,9.0,7.6,,,,,
COc1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,,8.72,7.19,,,,,
COc1ccc(Nc2nc3ccnc(-c4cc(OC)c(OC)c(OC)c4)n3n2)cc1N,,6.49,,,,,,
COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1,6.69,,,7.04,,,-0.34999999999999964,-0.34999999999999964
COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1F,7.32,6.78,6.48,7.77,0.54,0.8399999999999999,-0.4499999999999993,-0.4499999999999993
COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1N,7.82,6.45,6.32,7.92,1.37,1.5,-0.09999999999999964,-0.09999999999999964
COc1ccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)cc1OC,6.56,6.44,,7.05,0.11999999999999922,,-0.4900000000000002,-0.4900000000000002
COc1ccc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc1C(F)(F)F,,5.7,,,,,,
COc1ccc(Nc2ncc3ccc(-c4ccccc4OC)n3n2)cc1,,9.3,,,,,,
COc1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1OCCOCCn1ccnc1[N+](=O)[O-],,7.51,,,,,,
COc1ccc(OC)c(NS(=O)(=O)c2ccc(SC)cc2)c1,,4.91,,,,,,
COc1ccc(S(=O)(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,9.1,8.52,,,0.5800000000000001,,,0.5800000000000001
COc1ccc(S(=O)(=O)N2CC[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,7.58,5.82,,,1.7599999999999998,,,1.7599999999999998
COc1ccc(S(=O)(=O)N2CCc3cc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)ccc32)cc1,,7.62,,8.11,,,,
COc1ccc(S(=O)(=O)N2C[C@H](N(C)c3ncnc4[nH]ccc34)C3(CC3)C2)cc1,8.03,6.75,,,1.2799999999999994,,,1.2799999999999994
COc1ccc(S(=O)(=O)N[C@@H]2C[C@H](NC#N)c3cc(-c4ncnc5[nH]ccc45)ccc32)cc1,5.76,5.59,6.91,,0.16999999999999993,-1.1500000000000004,,-1.1500000000000004
COc1ccc(S(=O)(=O)Nc2cc3c(N[C@@H]4CC[C@@](C)(O)C4(C)C)c(C(N)=O)cnn3c2)cc1,6.64,,7.47,,,-0.8300000000000001,,-0.8300000000000001
COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccc(Cl)cc2)n1,,5.49,,,,,,
COc1ccc2c(-c3cnc4[nH]cc(C(=O)N[C@H](C)C(=O)N5CC(C#N)C5)c4n3)nn(C)c2c1,7.42,6.93,8.74,,0.4900000000000002,-1.3200000000000003,,-1.3200000000000003
COc1ccc2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c2c1,,5.82,,,,,,
COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,,7.62,4.88,,,,,
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,4.6,4.6,6.0,,0.0,-1.4000000000000004,,-1.4000000000000004
COc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCC(O)CO)C(=O)N2,7.975,7.55,,8.56,0.4249999999999998,,-0.5850000000000009,-0.5850000000000009
COc1ccc2c(c1)C(=Cc1c[nH]cn1)C(=O)N2,,6.3,6.3,5.7,,,,
COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2,,4.68,,,,,,
COc1ccc2c(c1)c(-c1cc3nccnc3[nH]1)cn2C,,5.9,,,,,,
COc1ccc2cc(CN3CCC(CC#N)(n4cc(C(N)=O)c(Nc5ccccc5)n4)CC3)ccc2c1,7.62,6.53,,,1.0899999999999999,,,1.0899999999999999
COc1ccc2cc1-c1ccnc(n1)Nc1ccc(OCCN3CCCC3)c(c1)COCC=CCOC2,5.31,6.48,5.14,6.21,-1.1700000000000008,0.16999999999999993,-0.9000000000000004,-1.1700000000000008
COc1ccc2cc1CN(C)C/C=C/CCOc1cccc(c1)-c1ccnc(n1)N2,,6.55,,,,,,
COc1ccc2cc1COC/C=C/COCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,,7.72,6.05,6.75,,,,
COc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,5.72,7.16,5.92,6.68,-1.4400000000000004,-0.20000000000000018,-0.96,-1.4400000000000004
COc1ccc2cc1COCC=CCCOc1cccc(c1)-c1ccnc(n1)N2,5.52,6.89,,6.82,-1.37,,-1.3000000000000007,-1.37
COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1,,7.72,6.05,6.75,,,,
COc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,5.72,7.16,5.92,6.68,-1.4400000000000004,-0.20000000000000018,-0.96,-1.4400000000000004
COc1ccc2cc1COCC=CCOc1cccc(c1)-c1ccnc(n1)N2,5.24,6.58,,6.92,-1.3399999999999999,,-1.6799999999999997,-1.6799999999999997
COc1ccc2cc1OCC/C=C/CN(C)Cc1cccc(c1)Nc1nccc-2n1,,6.29,,,,,,
COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,,5.16,,,,,,
COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,,6.17,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)C5O[C@H]6CN[C@H]5C6)ccc4c3c2)c1,,8.22,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C(=O)C6CC6)CC5)ccc4c3c2)c1,,8.15,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,,8.37,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(Cc6cccnc6)CC5)ccc4c3c2)c1,,8.22,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)c1,7.31,7.46,6.71,6.77,-0.15000000000000036,0.5999999999999996,0.54,-0.15000000000000036
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CC[C@H](N(C)C)C5)ccc4c3c2)c1,6.8,7.78,6.65,6.61,-0.9800000000000004,0.14999999999999947,0.1899999999999995,-0.9800000000000004
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)NCCN(C)C)ccc4c3c2)c1,,8.22,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)C5CCOCC5)ccc4c3c2)c1,7.11,7.495,7.23,7.06,-0.3849999999999998,-0.1200000000000001,0.05000000000000071,-0.3849999999999998
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OC(C)(C)C)ccc4c3c2)c1,,6.8,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OCCN)ccc4c3c2)c1,,8.15,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OCc5ccccc5)ccc4c3c2)c1,,6.54,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCN(C)CC5)cc4c3c2)c1,7.35,7.505000000000001,7.18,7.41,-0.15500000000000114,0.16999999999999993,-0.0600000000000005,-0.15500000000000114
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c3c2)c1,7.54,8.55,7.18,7.5,-1.0100000000000007,0.3600000000000003,0.040000000000000036,-1.0100000000000007
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cccnc4c3c2)c1,,7.54,,,,,,
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccncc4c3c2)c1,,7.47,,,,,,
COc1cccc(-c2cc3c(NC4C5CC6CC4CC(O)(C6)C5)c(C(N)=O)cnn3c2)c1,7.11,,8.05,,,-0.9400000000000004,,-0.9400000000000004
COc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,9.0,7.82,9.4,7.92,1.1799999999999997,-0.40000000000000036,1.08,-0.40000000000000036
COc1cccc(-c2cccc3nc(NC(=O)C4CC4)nn23)c1,,6.68,,,,,,
COc1cccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)c1,,8.16,,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1F,,6.28,5.78,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1OC,,6.49,5.96,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1,,7.97,6.74,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1F,,7.73,7.02,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1OC,,7.34,6.91,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,,8.12,6.66,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1F,,7.52,6.74,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1OC,,7.24,6.73,,,,,
COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CNC5)nc23)c1,,8.18,6.8,,,,,
COc1cccc(-c2cn3ncc(C(N)=O)c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4C)c3n2)n1,9.0,,8.66,,,0.33999999999999986,,0.33999999999999986
COc1cccc(-c2nc3c(NCC4CCN(C)CC4)c(Cl)cnc3[nH]2)c1,6.56,4.79,,,1.7699999999999996,,,1.7699999999999996
COc1cccc(/C=N/NC(=O)c2[nH]c(C)c(C(=O)N/N=C/c3cccc(OC)c3O)c2C)c1O,,5.18,,,,,,
COc1cccc(C(=O)Nc2ccncc2)c1Cl,,5.5,,,,,,
COc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,,6.1,,,,,,
COc1cccc(C(C)NC(=O)c2cc(C)c(-c3ccc4[nH]nc(C)c4c3)s2)c1,,,5.9,,,,,
COc1cccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)c1,9.3,7.7,,,1.6000000000000005,,,1.6000000000000005
COc1cccc(CN2CCC(Nc3c(C(=O)NC4CC4)cnc4[nH]ccc34)CC2)c1,5.53,,5.07,,,0.45999999999999996,,0.45999999999999996
COc1cccc(CN2CCC(Nc3c(C(=O)NC4CCCC4)cnc4[nH]ccc34)CC2)c1,5.48,,,,,,,
COc1cccc(CN2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)c1,6.71,,,,,,,
COc1cccc(CN2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)C[C@H]2C)c1,7.76,7.24,8.05,6.8,0.5199999999999996,-0.2900000000000009,0.96,-0.2900000000000009
COc1cccc(CNc2cccn3nc(Nc4ccc(C)nc4)nc23)c1,,5.99,,,,,,
COc1cccc(CNc2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)c1,,5.87,,,,,,
COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,,5.0,,,,,,
COc1cccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)c1,,5.52,,,,,,
COc1cccc(CNc2cccn3nc(Nc4cccnc4)nc23)c1,,6.09,,,,,,
COc1cccc(CNc2cccn3nc(Nc4ccnc(C)c4)nc23)c1,,6.23,,,,,,
COc1cccc(CNc2cccn3nc(Nc4ccncc4)nc23)c1,,6.0,,,,,,
COc1cccc(COC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,7.68,6.37,,,1.3099999999999996,,,1.3099999999999996
COc1cccc(Cn2ccc3cnc(Nc4cnn(CCCCCC(=O)NO)c4)nc32)c1,,6.91,,,,,,
COc1cccc(Cn2ccc3cnc(Nc4cnn(CCCCCCC(=O)NO)c4)nc32)c1,,6.68,,,,,,
COc1cccc(F)c1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,,5.38,,,,,,
COc1cccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)c1,,5.87,,,,,,
COc1cccc(N2CCN(S(=O)(=O)c3ccc(Nc4nn([C@H]5CCCC[C@@H]5C#N)cc4C(N)=O)cc3)CC2)c1,8.05,7.62,,,0.4300000000000006,,,0.4300000000000006
COc1cccc(NC(=O)c2cnc(N3CCN(c4ccccc4OC)CC3)c([N+](=O)[O-])c2)c1,,5.02,,,,,,
COc1cccc(NC(=O)c2cnc(Nc3cccc(OC)c3)c([N+](=O)[O-])c2)c1,,5.07,,,,,,
COc1cccc(NC(=S)N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)c1,5.45,,,,,,,
COc1cccc(Nc2cc(Nc3ccccc3Cl)c(C(N)=O)cn2)n1,6.99,7.12,7.05,7.11,-0.1299999999999999,-0.05999999999999961,-0.1200000000000001,-0.1299999999999999
COc1cccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)c1,,8.85,7.135,,,,,
COc1cccc(Nc2nc3cccc(-c4cccc(S(C)(=O)=O)c4)n3n2)c1,,7.82,6.71,,,,,
COc1cccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)n1,8.0,6.73,,,1.2699999999999996,,,1.2699999999999996
COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,,5.9,5.7,,,,,
COc1cccc(OCc2cc(C)ccn2)c1-c1ccc2c(c1)CCNCC2,,5.0,,,,,,
COc1cccc(S(=O)(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)c1,9.15,8.52,,,0.6300000000000008,,,0.6300000000000008
COc1cccc2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c12,,5.8,,,,,,
COc1cccc2cnc(Nc3cnn(C)c3)nc12,6.2,6.4,6.3,6.2,-0.20000000000000018,-0.09999999999999964,0.0,-0.20000000000000018
COc1ccccc1-c1c[nH]c2ncnc(-c3ccc4cn(C)nc4c3)c12,,,8.16,,,,,
COc1ccccc1-c1c[nH]c2ncnc(-c3ccccc3)c12,,6.74,8.47,,,,,
COc1ccccc1-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(C(N)=O)cnn2c1,,,9.0,,,,,
COc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,9.3,7.7,8.89,7.68,1.6000000000000005,0.41000000000000014,1.620000000000001,0.41000000000000014
COc1ccccc1-c1ccc2cnc(Nc3ccc(C(=O)N4CCOCC4)cc3)nn12,,9.77,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,,8.305,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(C[C@H](C)O)CC4)cc3)nn12,,9.22,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(Cl)c3)nn12,,9.3,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nn12,,9.46,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nn12,,9.745000000000001,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)c(F)c3)nn12,,9.3,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)cc3)nn12,,9.33,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,,9.64,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3ccc(S(=O)(=O)N(C)C)cc3)nn12,,8.68,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nn12,,9.1,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C[C@H](C)O)CC4)c3)nn12,,9.27,,,,,,
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12,,9.46,,,,,,
COc1ccccc1-c1cccc2nc(NC(=O)C3CC3)nn12,6.43,,,,,,,
COc1ccccc1-c1cccn2nc(N)nc12,,5.67,,,,,,
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,,7.42,7.0,,,,,
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCOCC4)cc3)nc12,,7.7,7.05,,,,,
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,,7.41,6.76,,,,,
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,,7.75,6.72,,,,,
COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,,7.57,6.66,,,,,
COc1ccccc1-c1cccn2nc(Nc3ccccc3)nc12,,6.87,6.08,,,,,
COc1ccccc1-c1nc2c(NCC3CCN(C)CC3)c(Cl)cnc2[nH]1,4.91,,,,,,,
COc1ccccc1-c1nnc(Sc2nc([N+](=O)[O-])nn2C)o1,,5.33,,,,,,
COc1ccccc1C(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,,8.46,,,,,,
COc1ccccc1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,,5.19,,,,,,
COc1ccccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,8.7,7.09,,,1.6099999999999994,,,1.6099999999999994
COc1ccccc1CNc1cccn2nc(Nc3ccc(C)nc3)nc12,,7.56,,,,,,
COc1ccccc1CNc1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,,7.91,6.81,,,,,
COc1ccccc1CNc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,,7.34,,,,,,
COc1ccccc1CNc1cccn2nc(Nc3cccnc3)nc12,,7.49,,,,,,
COc1ccccc1CNc1cccn2nc(Nc3ccnc(C)c3)nc12,,7.61,,,,,,
COc1ccccc1CNc1cccn2nc(Nc3ccncc3)nc12,,7.26,,,,,,
COc1ccccc1COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.51,6.17,,,1.3399999999999999,,,1.3399999999999999
COc1ccccc1CS(=O)(=O)[C@H]1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,8.35,7.76,7.01,,0.5899999999999999,1.3399999999999999,,0.5899999999999999
COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,,5.34,,,,,,
COc1ccccc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,6.67,,,,,,,
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O)cn2)ncc1C(N)=O,8.3,7.96,8.0,8.15,0.34000000000000075,0.3000000000000007,0.15000000000000036,0.15000000000000036
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O[C@@H]3CCOC3)cn2)ncc1C(N)=O,8.52,8.4,8.52,8.7,0.11999999999999922,0.0,-0.17999999999999972,-0.17999999999999972
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O[C@H]3CCOC3)cn2)ncc1C(N)=O,8.3,8.3,8.3,8.7,0.0,0.0,-0.3999999999999986,-0.3999999999999986
COc1ccccc1Nc1cc(Nc2cccc(C)n2)ncc1C(N)=O,7.85,7.85,7.75,7.82,0.0,0.09999999999999964,0.02999999999999936,0.0
COc1ccccc1Nc1cc(Nc2ccccn2)ncc1C(N)=O,8.05,8.1,7.96,8.22,-0.049999999999998934,0.09000000000000075,-0.16999999999999993,-0.16999999999999993
COc1ccccc1Nc1cc(Nc2cccnn2)ncc1C(N)=O,7.54,7.54,7.41,7.72,0.0,0.1299999999999999,-0.17999999999999972,-0.17999999999999972
COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,6.76,8.05,,,-1.290000000000001,,,-1.290000000000001
COc1ccccc1Nc1nc2c(-c3ccc(C(F)(F)F)cc3)cccn2n1,,5.0,5.0,,,,,
COc1ccccc1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,,5.835,5.0,,,,,
COc1ccccc1Nc1nc2c(-c3cccc(C(F)(F)F)c3)cccn2n1,,5.52,5.0,,,,,
COc1ccccc1Nc1nc2c(-c3ccccc3)cccn2n1,,5.0,5.0,,,,,
COc1ccccc1Nc1nc2cccc(-c3cccc(S(C)(=O)=O)c3)n2n1,,5.92,5.0,,,,,
COc1cccn2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,,6.2,,,,,,
COc1cccnc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,,6.87,,,,,,
COc1cccnc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,7.48,6.25,,,1.2300000000000004,,,1.2300000000000004
COc1ccnc2c(F)cc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc12,8.67,6.835,,8.1,1.835,,0.5700000000000003,0.5700000000000003
COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccccc1,,5.46,,,,,,
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cn1,,5.83,5.0,,,,,
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)cn1,,6.87,6.35,,,,,
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)cn1,,7.13,6.41,,,,,
COc1cnc(C(F)(F)F)cc1-c1nn(CC(C)(C)O)cc1NC(=O)c1cnn2cccnc12,7.92,7.42,5.82,6.46,0.5,2.0999999999999996,1.46,0.5
COc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,,6.73,5.64,,,,,
COc1cncc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,8.39,,8.26,,,0.13000000000000078,,0.13000000000000078
COc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,9.22,7.77,,,1.450000000000001,,,1.450000000000001
COc1nc(C)cc2c1-c1[nH]c3cc(N4CCN(C)CC4)ccc3c1CCN2CCc1ccccc1,,5.29,,,,,,
COc1nc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ccc1C#N,10.26,10.26,10.26,,0.0,0.0,,0.0
COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C,,,6.48,,,,,
COc1ncc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,7.6,,8.08,,,-0.4800000000000004,,-0.4800000000000004
COc1ncc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4CF)c(C(N)=O)cnn3c2)cn1,9.05,,8.05,,,1.0,,1.0
COc1ncc(-c2cccc3nc(NC(=O)C4CC4)nn23)cn1,6.01,,,,,,,
COc1ncc(-c2cnc3[nH]ccc3n2)c(N[C@H]2CCCN(S(C)(=O)=O)C2)n1,,10.14,10.719999999999999,,,,,
COc1ncc(C#N)cc1-c1n[nH]cc1NC(=O)c1cnn2cccnc12,8.32,8.82,7.28,8.18,-0.5,1.04,0.14000000000000057,-0.5
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,,,5.0,,,,,
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,,7.13,5.65,,,,,
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,,6.88,6.24,,,,,
COc1ncc(Cl)cc1-c1nn(CC(=O)N(C)C)cc1NC(=O)c1cnn2cccnc12,8.8,8.24,6.11,7.85,0.5600000000000005,2.6900000000000004,0.9500000000000011,0.5600000000000005
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,6.26,7.12,,,-0.8600000000000003,,,-0.8600000000000003
