canonical_smiles,JAK1,JAK2,JAK3,TYK2,Δ(JAK1-JAK2),Δ(JAK1-JAK3),Δ(JAK1-TYK2),Δmin_vs_other
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(COc3ccc(F)cc3)C2)CC1,8.23,7.5,5.0,,0.7300000000000004,3.2300000000000004,,0.7300000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(Cc3ccccn3)C2)CC1,7.95,7.48,6.23,,0.46999999999999975,1.7199999999999998,,0.46999999999999975
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(F)C2)CC1,8.28,7.58,6.63,,0.6999999999999993,1.6499999999999995,,0.6999999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(O)(COc3cccc(F)c3)C2)CC1,7.83,7.33,6.31,,0.5,1.5200000000000005,,0.5
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC(OCC(N)=O)C2)CC1,8.53,7.74,6.76,,0.7899999999999991,1.7699999999999996,,0.7899999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCCC3(CNC(=O)C3)C2)CC1,7.84,7.2,6.0,,0.6399999999999997,1.8399999999999999,,0.6399999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](O)C2)CC1,8.84,8.1,6.98,,0.7400000000000002,1.8599999999999994,,0.7400000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,10.64,9.89,8.41,,0.75,2.2300000000000004,,0.75
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,10.58,9.97,9.12,,0.6099999999999994,1.4600000000000009,,0.6099999999999994
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@](C)(CO)C2)CC1,8.05,7.29,6.26,,0.7600000000000007,1.790000000000001,,0.7600000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@](C)(O)C2)CC1,8.12,7.39,6.37,,0.7299999999999995,1.7499999999999991,,0.7299999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](C#N)C2)CC1,8.57,7.49,6.58,,1.08,1.9900000000000002,,1.08
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](C(N)=O)C2)CC1,8.19,7.69,6.65,,0.4999999999999991,1.5399999999999991,,0.4999999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](CO)C2)CC1,8.62,7.7,6.63,,0.919999999999999,1.9899999999999993,,0.919999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](CS(C)(=O)=O)C2)CC1,7.69,7.04,6.24,,0.6500000000000004,1.4500000000000002,,0.6500000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](CS(N)(=O)=O)C2)CC1,8.51,7.66,6.89,,0.8499999999999996,1.62,,0.8499999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H](O)C2)CC1,8.379999999999999,7.77,6.765,,0.6099999999999994,1.6149999999999993,,0.6099999999999994
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@H]2CN2CCCC2)CC1,8.32,7.39,6.09,,0.9300000000000006,2.2300000000000004,,0.9300000000000006
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCN(Cc3ccccn3)CC2)CC1,7.86,7.3,6.49,,0.5600000000000005,1.37,,0.5600000000000005
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCN(c3ccccn3)CC2)CC1,8.07,7.65,6.68,,0.41999999999999993,1.3900000000000006,,0.41999999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCN(c3ncccc3C#N)CC2)CC1,7.92,7.75,6.57,,0.16999999999999993,1.3499999999999996,,0.16999999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCN(c3ncccc3C(=O)NC3CC3)CC2)CC1,7.98,7.37,6.22,,0.6100000000000003,1.7600000000000007,,0.6100000000000003
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCS(=O)(=O)CC2)CC1,7.71,7.35,6.23,,0.3600000000000003,1.4799999999999995,,0.3600000000000003
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCSC2)CC1,8.06,7.53,6.91,,0.5300000000000002,1.1500000000000004,,0.5300000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](CC#N)C2)CC1,7.96,7.28,6.35,,0.6799999999999997,1.6100000000000003,,0.6799999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](CO)C2)CC1,8.51,8.08,6.95,,0.4299999999999997,1.5599999999999996,,0.4299999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](F)C2)CC1,8.13,7.78,6.66,,0.35000000000000053,1.4700000000000006,,0.35000000000000053
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](O)[C@@H](O)C2)CC1,8.16,7.5,6.56,,0.6600000000000001,1.6000000000000005,,0.6600000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](O)[C@H](O)C2)CC1,8.37,7.93,6.92,,0.4399999999999995,1.4499999999999993,,0.4399999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@H](c3ccccc3)C2)CC1,8.16,7.39,6.38,,0.7700000000000005,1.7800000000000002,,0.7700000000000005
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@](O)(COc3cccc(F)c3)C2)CC1,8.51,7.58,6.88,,0.9299999999999997,1.63,,0.9299999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@](O)(CSc3ccccn3)C2)CC1,8.87,7.88,7.07,,0.9899999999999993,1.799999999999999,,0.9899999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@](O)(Cn3cccn3)C2)CC1,8.74,8.03,7.08,,0.7100000000000009,1.6600000000000001,,0.7100000000000009
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@@](O)(c3ccccc3)C2)CC1,8.72,7.97,7.12,,0.7500000000000009,1.6000000000000005,,0.7500000000000009
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](CC#N)C2)CC1,8.43,7.56,6.45,,0.8700000000000001,1.9799999999999995,,0.8700000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](CO)C2)CC1,8.54,7.84,6.7,,0.6999999999999993,1.839999999999999,,0.6999999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](COCc3cccnc3)C2)CC1,7.71,7.49,6.33,,0.21999999999999975,1.38,,0.21999999999999975
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](Cc3ccccc3)C2)CC1,7.75,7.18,6.14,,0.5700000000000003,1.6100000000000003,,0.5700000000000003
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](Cc3cnccn3)C2)CC1,7.7,7.54,6.55,,0.16000000000000014,1.1500000000000004,,0.16000000000000014
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](F)C2)CC1,7.68,7.44,6.5,,0.23999999999999932,1.1799999999999997,,0.23999999999999932
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](NC(=O)C(F)(F)F)C2)CC1,7.72,7.21,6.4,,0.5099999999999998,1.3199999999999994,,0.5099999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](NC(=O)OC(C)(C)C)C2)CC1,8.84,7.32,6.64,,1.5199999999999996,2.2,,1.5199999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](O)C2)CC1,7.88,7.35,6.47,,0.5300000000000002,1.4100000000000001,,0.5300000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](O)[C@H](O)C2)CC1,7.94,7.49,6.86,,0.4500000000000002,1.08,,0.4500000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](OCC(=O)N3CCCC3)C2)CC1,8.36,7.53,6.41,,0.8299999999999992,1.9499999999999993,,0.8299999999999992
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](Oc3ccccc3C#N)C2)CC1,8.17,7.63,6.38,,0.54,1.79,,0.54
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](S(=O)(=O)CCc3ccccc3)C2)CC1,8.32,7.78,6.88,,0.54,1.4400000000000004,,0.54
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](S(=O)(=O)Cc3ccccc3)C2)CC1,8.13,7.76,6.84,,0.370000000000001,1.290000000000001,,0.370000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](S(C)(=O)=O)C2)CC1,8.53,7.57,6.9,,0.9599999999999991,1.629999999999999,,0.9599999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](c3ccccc3F)C2)CC1,8.26,7.43,6.54,,0.8300000000000001,1.7199999999999998,,0.8300000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](c3ccccn3)C2)CC1,8.6,8.21,7.44,,0.3899999999999988,1.1599999999999993,,0.3899999999999988
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](c3ncccn3)C2)CC1,8.48,8.24,7.25,,0.2400000000000002,1.2300000000000004,,0.2400000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@](C)(O)C2)CC1,8.08,7.41,6.49,,0.6699999999999999,1.5899999999999999,,0.6699999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@](CO)(CCO)C2)CC1,7.9,7.34,6.21,,0.5600000000000005,1.6900000000000004,,0.5600000000000005
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@](O)(c3ccccn3)C2)CC1,7.97,7.45,6.53,,0.5199999999999996,1.4399999999999995,,0.5199999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](F)[C@H](F)C2)CC1,7.86,7.46,6.56,,0.40000000000000036,1.3000000000000007,,0.40000000000000036
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@@H](O)C2)CC1,8.6,8.07,7.09,,0.5299999999999994,1.5099999999999998,,0.5299999999999994
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@H](C#N)C2)CC1,8.27,7.73,6.91,,0.5399999999999991,1.3599999999999994,,0.5399999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@H](O)C2)CC1,8.23,7.4,6.76,,0.8300000000000001,1.4700000000000006,,0.8300000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@H](c3ccccc3)C2)CC1,8.28,7.82,6.82,,0.4599999999999991,1.459999999999999,,0.4599999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@H](CO)[C@@H](F)C2)CC1,8.52,7.73,6.69,,0.7899999999999991,1.8299999999999992,,0.7899999999999991
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@](C)(CO)[C@](C)(CO)C2)CC1,7.84,7.25,6.24,,0.5899999999999999,1.5999999999999996,,0.5899999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)NC2CCC2)CC1,7.35,7.0,6.13,,0.34999999999999964,1.2199999999999998,,0.34999999999999964
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)C2CC2)CC12CC2,6.77,5.92,,,0.8499999999999996,,,0.8499999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC1(C)C,6.58,5.23,,,1.3499999999999996,,,1.3499999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2,8.07,6.39,5.96,6.6,1.6800000000000006,2.1100000000000003,1.4700000000000006,1.4700000000000006
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CCC2,7.8,6.35,,,1.4500000000000002,,,1.4500000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CN=[N+]=[N-])CC12CC2,7.68,6.6,,,1.08,,,1.08
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)NC2CCCCC2)CC12CC2,7.16,5.36,,,1.7999999999999998,,,1.7999999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2cc(Cl)ccc2Cl)CC12CC2,7.27,5.55,,,1.7199999999999998,,,1.7199999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2ccc(Cl)c(Cl)c2)CC12CC2,7.4,5.89,,,1.5100000000000007,,,1.5100000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2ccc(Cl)cc2Cl)CC12CC2,6.92,5.33,,,1.5899999999999999,,,1.5899999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2ccc(F)cc2)CC12CC2,7.64,6.0,,,1.6399999999999997,,,1.6399999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2cccc(Cl)c2Cl)CC12CC2,7.13,5.89,,,1.2400000000000002,,,1.2400000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2ccccc2)CC12CC2,7.92,6.38,,,1.54,,,1.54
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)Nc2ccccc2-c2ccccc2)CC12CC2,5.82,5.04,,,0.7800000000000002,,,0.7800000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccc(C#N)cc2)CC12CC2,6.72,5.35,,,1.37,,,1.37
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2cccc(C#N)c2)CC12CC2,7.0,5.13,,,1.87,,,1.87
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2cccc(C(F)(F)F)c2)CC12CC2,6.38,4.96,,,1.42,,,1.42
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccccc2)CC12CC2,6.82,5.2,,,1.62,,,1.62
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccccc2C(F)(F)F)CC12CC2,6.3,5.04,,,1.2599999999999998,,,1.2599999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2cccnc2)CC12CC2,6.8,5.11,,,1.6899999999999995,,,1.6899999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccco2)CC12CC2,7.28,6.03,,,1.25,,,1.25
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccncc2)CC12CC2,6.85,5.19,,,1.6599999999999993,,,1.6599999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=S)CC#N)CC12CC2,7.7,6.8,,,0.9000000000000004,,,0.9000000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC12CC2,6.33,4.96,,,1.37,,,1.37
CN(c1ncnc2[nH]ccc12)[C@H]1CN(Cc2ccccc2)CC12CC2,6.92,4.01,,,2.91,,,2.91
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)N2CCCCC2)CC12CC2,7.82,6.82,,,1.0,,,1.0
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)N2CCOCC2)CC12CC2,7.51,6.58,,,0.9299999999999997,,,0.9299999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccc(C#N)cc2)CC12CC2,8.01,5.96,,,2.05,,,2.05
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC12CC2,7.8,5.85,,,1.9500000000000002,,,1.9500000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccc(F)cc2)CC12CC2,8.03,7.3,,,0.7299999999999995,,,0.7299999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC12CC2,8.2,7.52,,,0.6799999999999997,,,0.6799999999999997
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccc3ccccc3c2)CC12CC2,7.77,6.82,,,0.9499999999999993,,,0.9499999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,8.24,7.23,6.96,7.6,1.0099999999999998,1.2800000000000002,0.6400000000000006,0.6400000000000006
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(F)c2)CC12CC2,8.55,8.08,,,0.47000000000000064,,,0.47000000000000064
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)CC12CC2,8.85,8.26,,,0.5899999999999999,,,0.5899999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccccc2)CC12CC2,8.05,7.29,,,0.7600000000000007,,,0.7600000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccccc2C#N)CC12CC2,7.3,6.32,,,0.9799999999999995,,,0.9799999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccccc2F)CC12CC2,7.89,7.01,,,0.8799999999999999,,,0.8799999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC12CC2,7.58,6.33,,,1.25,,,1.25
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)C2CC2)C1,7.28,6.24,,,1.04,,,1.04
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)CC2CC(F)(F)C2)C1,8.3,6.79,5.18,6.24,1.5100000000000007,3.120000000000001,2.0600000000000005,1.5100000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)CCC2CC2)C1,7.85,6.37,,5.84,1.4799999999999995,,2.01,1.4799999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CCC(F)(F)CC2)C1,8.05,6.43,,6.15,1.620000000000001,,1.9000000000000004,1.620000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CCC(O)(C(F)(F)F)CC2)C1,8.22,7.06,5.73,6.45,1.160000000000001,2.49,1.7700000000000005,1.160000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CCCC2)C1,7.68,6.16,,,1.5199999999999996,,,1.5199999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CC[C@@H](C#N)C2)C1,8.3,6.75,5.28,6.35,1.5500000000000007,3.0200000000000005,1.950000000000001,1.5500000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CC[C@H](C#N)C2)C1,7.77,6.43,,5.96,1.3399999999999999,,1.8099999999999996,1.3399999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)NCC2CC2)C1,7.96,6.7,,,1.2599999999999998,,,1.2599999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)[C@@H]2CC[C@@H](C#N)C2)C1,7.43,6.1,,5.48,1.33,,1.9499999999999993,1.33
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)[C@H]2CC[C@H](C#N)C2)C1,8.05,6.51,,6.08,1.540000000000001,,1.9700000000000006,1.540000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cc(C#N)ccn2)C1,8.22,6.25,,6.38,1.9700000000000006,,1.8400000000000007,1.8400000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccc(F)c(Cl)c2)C1,8.4,7.07,5.5,6.62,1.33,2.9000000000000004,1.7800000000000002,1.33
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2)C1,8.0,6.81,,,1.1900000000000004,,,1.1900000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CC(F)(F)C2)C1,8.3,6.75,5.05,6.49,1.5500000000000007,3.250000000000001,1.8100000000000005,1.5500000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CC2)C1,7.51,5.905,,,1.6049999999999995,,,1.6049999999999995
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CN(C3CC3)C2)C1,8.22,6.22,,5.31,2.000000000000001,,2.910000000000001,2.000000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC(F)(F)F)C1,7.66,6.42,,5.99,1.2400000000000002,,1.67,1.2400000000000002
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2(CC#N)COC2)C1,8.22,6.5,5.09,6.06,1.7200000000000006,3.130000000000001,2.160000000000001,1.7200000000000006
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2CC(F)(F)C2)C1,8.22,6.38,,6.11,1.8400000000000007,,2.1100000000000003,1.8400000000000007
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2CC2)C1,7.38,5.92,,5.73,1.46,,1.6499999999999995,1.46
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2CCC2)C1,8.0,6.27,,,1.7300000000000004,,,1.7300000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CC2COC2)C1,7.55,6.03,,5.62,1.5199999999999996,,1.9299999999999997,1.5199999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCC(F)(F)F)C1,7.96,5.720000000000001,,,2.2399999999999993,,,2.2399999999999993
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCCC#N)C1,7.82,6.03,,,1.79,,,1.79
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)CCCC(F)(F)F)C1,8.1,6.31,,,1.79,,,1.79
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)Cc2ccccc2)C1,7.04,5.7,,,1.3399999999999999,,,1.3399999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CC(C#N)C2)C1,8.4,6.77,5.26,6.48,1.6300000000000008,3.1400000000000006,1.92,1.6300000000000008
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CCC(c3cc[nH]n3)CC2)C1,9.0,7.28,5.51,6.44,1.7199999999999998,3.49,2.5599999999999996,1.7199999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CCCCC2)C1,7.85,5.675000000000001,,,2.174999999999999,,,2.174999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CC[C@@H](C#N)C2)C1,8.3,6.51,,6.47,1.790000000000001,,1.830000000000001,1.790000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CC[C@H](C#N)C2)C1,7.89,6.36,,5.95,1.5299999999999994,,1.9399999999999995,1.5299999999999994
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2C[C@@H]3C[C@]3(C#N)C2)C1,7.77,6.01,,5.71,1.7599999999999998,,2.0599999999999996,1.7599999999999998
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2C[C@H]3C[C@@H](C2)O3)C1,7.47,5.94,,5.69,1.5299999999999994,,1.7799999999999994,1.5299999999999994
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2C[C@H]3C[C@@]3(C#N)C2)C1,8.1,6.26,,6.25,1.8399999999999999,,1.8499999999999996,1.8399999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)NC2CC2)C1,6.91,6.03,,,0.8799999999999999,,,0.8799999999999999
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)NCC2CC2)C1,7.29,5.96,,5.75,1.33,,1.54,1.33
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)NCCCC#N)C1,6.84,5.47,,,1.37,,,1.37
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@@H](CC#N)C2)C1,7.75,5.85,,5.57,1.9000000000000004,,2.1799999999999997,1.9000000000000004
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@@](C)(CC#N)C2)C1,7.51,5.7,,5.28,1.8099999999999996,,2.2299999999999995,1.8099999999999996
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@H](CC#N)C2)C1,8.22,6.22,,6.01,2.000000000000001,,2.210000000000001,2.000000000000001
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@](C)(CC#N)C2)C1,7.8,6.12,,5.61,1.6799999999999997,,2.1899999999999995,1.6799999999999997
